"DATE","value_TMAX","value_TMIN","value_TAVG","value_CLDD","value_HTDD","flags_TMAX","flags_TMIN","flags_TAVG","flags_CLDD","flags_HTDD"
"1963-10-01","20.68000030517578","9.34000015258789","15.010000228881836","5.900000095367432","108.9000015258789","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1963-11-01","13.4399995803833","6.019999980926514","9.729999542236328","0.0","258.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1963-12-01","1.9199999570846558","-4.25","-1.159999966621399","0.0","604.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-01-01","4.559999942779541","-2.9000000953674316","0.8299999833106995","0.0","542.5999755859375","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-02-01","3.259999990463257","-3.9000000953674316","-0.3199999928474426","0.0","541.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-03-01","8.649999618530273","0.05999999865889549","4.360000133514404","0.0","433.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-04-01","12.59000015258789","4.150000095367432","8.369999885559082","0.0","298.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-05-01","23.200000762939453","11.319999694824219","17.260000228881836","37.0","70.30000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-06-01","26.75","15.850000381469727","21.299999237060547","103.80000305175781","14.699999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-07-01","28.020000457763672","19.149999618530273","23.59000015258789","162.89999389648438","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-08-01","27.3700008392334","17.270000457763672","22.31999969482422","123.69999694824219","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-09-01","25.280000686645508","15.020000457763672","20.149999618530273","79.0999984741211","24.700000762939453","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-10-01","18.209999084472656","8.170000076293945","13.1899995803833","1.7000000476837158","161.10000610351562","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-11-01","14.140000343322754","4.570000171661377","9.350000381469727","0.0","269.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1964-12-01","5.900000095367432","-0.8799999952316284","2.4800000190734863","0.0","459.79998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-01-01","1.559999942779541","-5.489999771118164","-1.9700000286102295","0.0","629.2999877929688","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-02-01","4.320000171661377","-4.010000228881836","0.15000000596046448","0.0","509.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-03-01","7.78000020980835","-0.46000000834465027","3.6600000858306885","0.0","454.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-04-01","13.890000343322754","4.170000076293945","9.029999732971191","0.0","279.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-05-01","21.549999237060547","11.510000228881836","16.530000686645508","28.100000381469727","84.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-06-01","25.440000534057617","14.460000038146973","19.950000762939453","64.4000015258789","15.899999618530273","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-07-01","27.149999618530273","17.5","22.329999923706055","123.80000305175781","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-08-01","26.8799991607666","17.81999969482422","22.350000381469727","132.8000030517578","8.199999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-09-01","23.079999923706055","14.850000381469727","18.969999313354492","52.79999923706055","33.79999923706055","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-10-01","17.93000030517578","8.210000038146973","13.069999694824219","0.6000000238418579","163.6999969482422","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-11-01","11.479999542236328","3.3499999046325684","7.409999847412109","0.0","327.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1965-12-01","7.389999866485596","-0.03999999910593033","3.680000066757202","0.0","454.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-01-01","3.299999952316284","-4.139999866485596","-0.41999998688697815","0.0","581.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-02-01","4.96999979019165","-3.0","0.9800000190734863","0.0","485.79998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-03-01","9.729999542236328","1.2899999618530273","5.510000228881836","0.0","397.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-04-01","12.989999771118164","4.179999828338623","8.59000015258789","0.0","292.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-05-01","18.3700008392334","9.079999923706055","13.720000267028809","2.5","145.39999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-06-01","26.3799991607666","15.800000190734863","21.09000015258789","91.5","8.899999618530273","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-07-01","30.3799991607666","19.59000015258789","24.989999771118164","206.3000030517578","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-08-01","28.190000534057617","19.0","23.600000381469727","163.1999969482422","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-09-01","23.170000076293945","14.760000228881836","18.969999313354492","53.79999923706055","34.79999923706055","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-10-01","17.6299991607666","8.15999984741211","12.899999618530273","0.0","168.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-11-01","12.760000228881836","4.630000114440918","8.6899995803833","0.0","289.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1966-12-01","5.300000190734863","-1.3200000524520874","1.9900000095367432","0.0","506.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-01-01","6.150000095367432","-1.3300000429153442","2.4100000858306885","0.0","493.70001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-02-01","1.7599999904632568","-6.420000076293945","-2.3299999237060547","0.0","578.5999755859375","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-03-01","5.380000114440918","-2.190000057220459","1.590000033378601","0.0","519.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-04-01","12.380000114440918","3.609999895095825","7.989999771118164","0.0","310.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-05-01","14.279999732971191","7.619999885559082","10.949999809265137","0.0","228.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-06-01","23.469999313354492","15.0600004196167","19.260000228881836","42.0","14.199999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-07-01","26.5","19.420000076293945","22.959999084472656","143.3000030517578","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-08-01","25.31999969482422","18.399999618530273","21.860000610351562","111.5999984741211","2.299999952316284","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-09-01","22.690000534057617","13.350000381469727","18.020000457763672","32.5","42.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-10-01","17.059999465942383","8.979999542236328","13.020000457763672","8.600000381469727","173.39999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-11-01","8.5600004196167","1.5399999618530273","5.050000190734863","0.0","398.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1967-12-01","5.96999979019165","-0.7400000095367432","2.609999895095825","0.0","487.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-01-01","0.1599999964237213","-7.260000228881836","-3.549999952316284","0.0","678.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-02-01","1.7400000095367432","-6.309999942779541","-2.2799999713897705","0.0","597.9000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-03-01","8.279999732971191","0.8700000047683716","4.579999923706055","0.0","426.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-04-01","14.84000015258789","5.739999771118164","10.289999961853027","0.0","241.1999969482422","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-05-01","17.959999084472656","9.609999656677246","13.789999961853027","0.8999999761581421","141.6999969482422","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-06-01","23.860000610351562","16.229999542236328","20.040000915527344","63.099998474121094","11.899999618530273","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-07-01","29.139999389648438","20.829999923706055","24.979999542236328","206.10000610351562","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-08-01","28.489999771118164","20.139999389648438","24.31999969482422","185.5","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-09-01","25.6299991607666","16.719999313354492","21.18000030517578","87.19999694824219","1.899999976158142","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-10-01","18.270000457763672","10.8100004196167","14.539999961853027","8.600000381469727","126.30000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-11-01","11.020000457763672","5.179999828338623","8.100000381469727","0.0","306.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1968-12-01","3.680000066757202","-2.5899999141693115","0.550000011920929","0.0","551.2999877929688","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-01-01","2.549999952316284","-3.390000104904175","-0.41999998688697815","0.0","581.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-02-01","1.7300000190734863","-3.0299999713897705","-0.6499999761581421","0.0","531.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-03-01","6.900000095367432","-0.07999999821186066","3.4100000858306885","0.0","462.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-04-01","15.680000305175781","6.840000152587891","11.260000228881836","0.6000000238418579","212.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-05-01","20.979999542236328","12.0","16.489999771118164","26.200000762939453","83.30000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-06-01","25.34000015258789","18.149999618530273","21.739999771118164","102.30000305175781","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-07-01","27.799999237060547","19.93000030517578","23.8700008392334","171.5","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-08-01","29.760000228881836","20.649999618530273","25.200000762939453","213.0","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-09-01","24.850000381469727","15.65999984741211","20.260000228881836","79.4000015258789","21.600000381469727","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-10-01","19.3700008392334","9.59000015258789","14.479999542236328","14.199999809265137","133.60000610351562","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-11-01","12.109999656677246","4.78000020980835","8.449999809265137","0.0","296.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1969-12-01","4.789999961853027","-1.2000000476837158","1.7899999618530273","0.0","512.7000122070312","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-01-01","0.3199999928474426","-6.239999771118164","-2.9600000381469727","0.0","660.0999755859375","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-02-01","4.53000020980835","-3.0999999046325684","0.7099999785423279","0.0","493.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-03-01","6.289999961853027","-0.14000000059604645","3.0799999237060547","0.0","473.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-04-01","14.15999984741211","5.78000020980835","9.970000267028809","0.0","250.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-05-01","21.0","12.020000457763672","16.510000228881836","21.299999237060547","77.80000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-06-01","25.450000762939453","17.100000381469727","21.270000457763672","90.69999694824219","2.4000000953674316","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-07-01","29.049999237060547","20.940000534057617","25.0","206.5","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-08-01","29.68000030517578","20.700000762939453","25.190000534057617","212.5","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-09-01","25.459999084472656","16.719999313354492","21.09000015258789","97.5999984741211","14.800000190734863","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-10-01","18.81999969482422","10.350000381469727","14.59000015258789","8.399999618530273","124.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-11-01","12.630000114440918","5.760000228881836","9.1899995803833","0.0","274.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1970-12-01","4.71999979019165","-1.3799999952316284","1.6699999570846558","0.0","516.7000122070312","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-01-01","1.149999976158142","-5.730000019073486","-2.2899999618530273","0.0","639.2999877929688","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-02-01","4.400000095367432","-1.9700000286102295","1.2100000381469727","0.0","479.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-03-01","7.199999809265137","0.4300000071525574","3.819999933242798","0.0","450.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-04-01","13.300000190734863","4.269999980926514","8.779999732971191","0.0","286.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-05-01","19.479999542236328","11.0600004196167","15.270000457763672","7.900000095367432","102.80000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-06-01","26.860000610351562","17.709999084472656","22.280000686645508","124.19999694824219","5.599999904632568","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-07-01","29.280000686645508","20.90999984741211","25.100000381469727","209.6999969482422","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-08-01","29.280000686645508","20.09000015258789","24.68000030517578","196.89999389648438","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-09-01","25.510000228881836","18.75","22.1299991607666","120.5999984741211","6.699999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-10-01","21.229999542236328","13.789999961853027","17.510000228881836","23.299999237060547","49.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-11-01","12.020000457763672","4.869999885559082","8.4399995803833","3.9000000953674316","300.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1971-12-01","9.539999961853027","2.369999885559082","5.949999809265137","0.0","383.70001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-01-01","6.059999942779541","-1.2100000381469727","2.4200000762939453","0.0","493.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-02-01","4.909999847412109","-3.2100000381469727","0.8500000238418579","0.0","507.1000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-03-01","8.210000038146973","1.0499999523162842","4.630000114440918","0.0","424.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-04-01","14.220000267028809","5.539999961853027","9.880000114440918","0.0","253.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-05-01","20.3799991607666","12.039999961853027","16.209999084472656","5.599999904632568","71.4000015258789","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-06-01","23.579999923706055","16.40999984741211","20.0","56.29999923706055","6.400000095367432","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-07-01","28.799999237060547","21.200000762939453","25.0","206.8000030517578","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-08-01","27.899999618530273","19.610000610351562","23.75","168.10000610351562","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-09-01","24.920000076293945","16.56999969482422","20.739999771118164","84.30000305175781","11.899999618530273","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-10-01","16.6299991607666","8.380000114440918","12.5","2.200000047683716","182.89999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-11-01","11.010000228881836","5.03000020980835","8.020000457763672","0.0","309.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1972-12-01","7.760000228881836","2.450000047683716","5.099999904632568","0.0","410.1000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-01-01","6.070000171661377","-1.0199999809265137","2.5299999713897705","0.0","489.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-02-01","5.789999961853027","-2.369999885559082","1.7100000381469727","0.0","465.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-03-01","12.460000038146973","5.019999980926514","8.739999771118164","0.0","297.3999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-04-01","16.40999984741211","8.239999771118164","12.329999923706055","4.800000190734863","185.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-05-01","17.690000534057617","10.319999694824219","14.0","3.299999952316284","137.39999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-06-01","24.389999389648438","16.93000030517578","20.65999984741211","78.0999984741211","8.300000190734863","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-07-01","27.6299991607666","19.049999237060547","23.34000015258789","155.10000610351562","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-08-01","28.31999969482422","19.75","24.030000686645508","176.6999969482422","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-09-01","24.110000610351562","14.949999809265137","19.530000686645508","73.0","37.20000076293945","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-10-01","19.030000686645508","9.5","14.270000457763672","7.800000190734863","133.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-11-01","11.649999618530273","3.740000009536743","7.699999809265137","0.0","319.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1973-12-01","6.559999942779541","-0.8399999737739563","2.859999895095825","0.0","479.70001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-01-01","5.159999847412109","-1.7599999904632568","1.7000000476837158","0.0","515.5999755859375","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-02-01","3.0399999618530273","-3.5","-0.23000000417232513","0.0","519.7000122070312","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-03-01","10.020000457763672","1.850000023841858","5.940000057220459","0.0","384.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-04-01","15.880000114440918","6.909999847412109","11.399999618530273","3.5999999046325684","211.6999969482422","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-05-01","19.229999542236328","11.420000076293945","15.319999694824219","12.199999809265137","105.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-06-01","23.81999969482422","15.869999885559082","19.84000015258789","60.900001525878906","15.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-07-01","29.450000762939453","20.079999923706055","24.760000228881836","199.3000030517578","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-08-01","28.719999313354492","19.829999923706055","24.280000686645508","184.1999969482422","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-09-01","23.530000686645508","15.239999771118164","19.389999389648438","59.70000076293945","28.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-10-01","17.059999465942383","7.78000020980835","12.420000076293945","0.30000001192092896","183.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-11-01","12.65999984741211","4.989999771118164","8.819999694824219","0.30000001192092896","285.6000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1974-12-01","7.510000228881836","1.1799999475479126","4.349999904632568","0.0","433.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-01-01","6.659999847412109","-0.11999999731779099","3.2699999809265137","0.0","467.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-02-01","5.019999980926514","-0.699999988079071","2.1600000858306885","0.0","452.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-03-01","8.109999656677246","0.6299999952316284","4.369999885559082","0.0","432.79998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-04-01","12.619999885559082","4.150000095367432","8.380000114440918","0.0","298.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-05-01","20.700000762939453","12.899999618530273","16.799999237060547","30.700000762939453","78.30000305175781","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-06-01","24.0","17.100000381469727","20.549999237060547","74.4000015258789","7.900000095367432","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-07-01","27.639999389648438","20.170000076293945","23.899999618530273","172.60000610351562","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-08-01","27.559999465942383","19.549999237060547","23.549999237060547","163.8000030517578","2.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-09-01","21.18000030517578","14.479999542236328","17.829999923706055","20.200000762939453","35.29999923706055","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-10-01","19.540000915527344","11.479999542236328","15.510000228881836","11.800000190734863","99.19999694824219","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-11-01","15.0","8.039999961853027","11.520000457763672","3.4000000953674316","207.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1975-12-01","6.110000133514404","-1.0399999618530273","2.5399999618530273","0.0","489.70001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-01-01","1.3700000047683716","-5.78000020980835","-2.200000047683716","0.0","636.7000122070312","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-02-01","8.199999809265137","-0.7799999713897705","3.7100000381469727","0.0","424.1000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-03-01","9.979999542236328","2.3299999237060547","6.150000095367432","0.0","377.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-04-01","16.8700008392334","6.96999979019165","11.920000076293945","4.5","196.89999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-05-01","18.790000915527344","10.779999732971191","14.779999732971191","2.299999952316284","112.4000015258789","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-06-01","25.399999618530273","16.969999313354492","21.190000534057617","102.9000015258789","17.299999237060547","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-07-01","26.719999313354492","18.649999618530273","22.690000534057617","134.89999389648438","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-08-01","26.40999984741211","18.81999969482422","22.610000610351562","136.3000030517578","3.5999999046325684","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-09-01","22.760000228881836","14.579999923706055","18.670000076293945","41.900001525878906","31.799999237060547","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-10-01","15.029999732971191","8.100000381469727","11.5600004196167","0.8999999761581421","210.8000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-11-01","8.34000015258789","1.2699999809265137","4.800000190734863","0.0","405.79998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1976-12-01","2.8299999237060547","-4.960000038146973","-1.0700000524520874","0.0","601.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-01-01","-2.2200000286102295","-8.960000038146973","-5.590000152587891","0.0","741.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-02-01","3.680000066757202","-3.619999885559082","0.029999999329447746","0.0","512.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-03-01","10.569999694824219","2.4100000858306885","6.489999771118164","0.0","367.1000061035156","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-04-01","15.680000305175781","5.46999979019165","10.569999694824219","2.799999952316284","235.60000610351562","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-05-01","21.489999771118164","11.470000267028809","16.479999542236328","26.799999237060547","84.19999694824219","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-06-01","23.959999084472656","15.350000381469727","19.65999984741211","59.70000076293945","20.100000381469727","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-07-01","28.059999465942383","19.799999237060547","23.93000030517578","173.5","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-08-01","27.040000915527344","18.790000915527344","22.90999984741211","146.1999969482422","4.199999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-09-01","22.860000610351562","15.760000228881836","19.309999465942383","67.9000015258789","38.70000076293945","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-10-01","16.149999618530273","7.949999809265137","12.050000190734863","0.0","194.89999389648438","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-11-01","11.369999885559082","5.489999771118164","8.430000305175781","0.0","297.20001220703125","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1977-12-01","4.190000057220459","-1.6799999475479126","1.25","0.0","529.4000244140625","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-01-01","1.590000033378601","-4.739999771118164","-1.5800000429153442","0.0","617.2000122070312","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-02-01","0.11999999731779099","-5.960000038146973","-2.9200000762939453","0.0","595.0999755859375","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-03-01","7.179999828338623","0.27000001072883606","3.7300000190734863","0.0","452.79998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-04-01","14.899999618530273","5.800000190734863","10.350000381469727","0.0","239.5","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-05-01","19.280000686645508","11.239999771118164","15.260000228881836","18.100000381469727","113.4000015258789","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-06-01","26.110000610351562","16.90999984741211","21.510000228881836","99.4000015258789","4.199999809265137","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-07-01","27.829999923706055","19.420000076293945","23.6299991607666","165.5","1.399999976158142","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-08-01","29.139999389648438","21.31999969482422","25.229999542236328","213.6999969482422","0.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-09-01","23.969999313354492","14.520000457763672","19.239999771118164","64.19999694824219","37.0","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-10-01","18.350000381469727","9.75","14.050000190734863","2.5","135.3000030517578","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-11-01","12.9399995803833","5.639999866485596","9.289999961853027","0.0","271.29998779296875","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
"1978-12-01","7.650000095367432","0.4399999976158142","4.050000190734863","0.0","442.8999938964844","x, y, z","x, y, z","x, y, z","x, y, z","x, y, z"
